message_id,customer_name,customer_email,subject,body,received_at,product,category,department,priority,sentiment,summary,draft_reply,status
c8de4b6c-2809-4e9e-8fdd-9433b703e86a,Daniel Martinez,daniel.martinez558@hotmail.com,Device won't power on on my USB-C Cable,"Hi NovaTech,

I recently purchased the USB-C Cable and I've been experiencing the following issue: Device won't power on.

I would appreciate your assistance in resolving this problem as soon as possible.

Looking forward to your response.",2026-01-18 14:07:37.194938,USB-C Cable,General Inquiry,Customer Support,Low,Neutral,"Device won't power on on my USB-C Cable: Hi NovaTech,

I recently purchased the USB-C Cable and I've been experiencing th...","Dear Daniel Martinez,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
2c9e0ea7-aa3a-47fb-a3e1-b157de76be35,Daniel Martinez,daniel.martinez780@hotmail.com,Battery drains quickly on my NovaPhone Lite,"Hello Support Team,

I recently purchased the NovaPhone Lite and I've been experiencing the following issue: Battery drains quickly.

I would appreciate your assistance in resolving this problem as soon as possible.

Thank you.",2026-01-18 20:20:37.224772,NovaPhone Lite,Technical Support,Technical Support,Medium,Neutral,"Battery drains quickly on my NovaPhone Lite: Hello Support Team,

I recently purchased the NovaPhone Lite and I've been exper...","Dear Daniel Martinez,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
5d2fe3e3-35fa-49e6-a48c-e1ed5119f2fc,Michael Brown,michael.brown645@yahoo.com,NovaBuds Pro - Device won't power on,"Good morning,

I recently purchased the NovaBuds Pro and I've been experiencing the following issue: Device won't power on.

I would appreciate your assistance in resolving this problem as soon as possible.

Please help as soon as possible.",2026-01-19 01:56:37.202898,NovaBuds Pro,General Inquiry,Customer Support,Low,Neutral,"NovaBuds Pro - Device won't power on: Good morning,

I recently purchased the NovaBuds Pro and I've been experiencing ...","Dear Michael Brown,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
456ec2ae-8e09-458b-9cd5-60d3dbca119f,Emily Davis,emily.davis144@gmail.com,Software crashes on my NovaPhone X,"Hi NovaTech,

I recently purchased the NovaPhone X and I've been experiencing the following issue: Software crashes.

I would appreciate your assistance in resolving this problem as soon as possible.

Looking forward to your response.",2026-01-19 02:55:37.233858,NovaPhone X,Technical Support,Technical Support,High,Negative,"Software crashes on my NovaPhone X: Hi NovaTech,

I recently purchased the NovaPhone X and I've been experiencing th...","Dear Emily Davis,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
0cd71335-1d88-4515-a163-9089d7646ad9,Emily Davis,emily.davis198@gmail.com,Laptop Sleeve - Duplicate payment,"Hello Support Team,

I recently purchased the Laptop Sleeve and I've been experiencing the following issue: Duplicate payment.

I would appreciate your assistance in resolving this problem as soon as possible.

Please help as soon as possible.",2026-01-19 12:07:37.223954,Laptop Sleeve,Billing,Finance,Low,Neutral,"Laptop Sleeve - Duplicate payment: Hello Support Team,

I recently purchased the Laptop Sleeve and I've been experi...","Dear Emily Davis,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
120a4718-6234-4e4a-bfba-0f42495eaf9b,Emily Davis,emily.davis793@gmail.com,Problem with NovaBuds Pro,"Hello Support Team,

I recently purchased the NovaBuds Pro and I've been experiencing the following issue: Coverage question.

I would appreciate your assistance in resolving this problem as soon as possible.

Thank you.",2026-01-19 18:34:37.237771,NovaBuds Pro,General Inquiry,Customer Support,Low,Neutral,"Problem with NovaBuds Pro: Hello Support Team,

I recently purchased the NovaBuds Pro and I've been experie...","Dear Emily Davis,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
5207fa16-ce8e-47c3-93ef-55bfda8e0180,Benjamin Jackson,benjamin.jackson48@gmail.com,Need help with my NovaTab Mini,"Dear Customer Service,

I recently purchased the NovaTab Mini and I've been experiencing the following issue: Refund request.

I would appreciate your assistance in resolving this problem as soon as possible.

Thank you.",2026-01-19 22:23:37.208688,NovaTab Mini,Billing,Finance,High,Negative,"Need help with my NovaTab Mini: Dear Customer Service,

I recently purchased the NovaTab Mini and I've been expe...","Dear Benjamin Jackson,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
fff497f5-ea48-4eff-a8eb-e06d051c3fcd,Charlotte White,charlotte.white440@yahoo.com,Need help with my NovaBook Air 13,"Hi NovaTech,

I recently purchased the NovaBook Air 13 and I've been experiencing the following issue: Incorrect charge.

I would appreciate your assistance in resolving this problem as soon as possible.

Kind regards.",2026-01-20 00:34:37.196206,NovaBook Air 13,General Inquiry,Customer Support,Low,Neutral,"Need help with my NovaBook Air 13: Hi NovaTech,

I recently purchased the NovaBook Air 13 and I've been experiencin...","Dear Charlotte White,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
eab531b8-58b4-4610-9a35-61f8fe1a8d16,Charlotte White,charlotte.white269@yahoo.com,Assistance required for NovaBuds Lite,"Hi NovaTech,

I recently purchased the NovaBuds Lite and I've been experiencing the following issue: Requesting replacement.

I would appreciate your assistance in resolving this problem as soon as possible.

Looking forward to your response.",2026-01-20 01:24:37.216267,NovaBuds Lite,Returns,Returns,High,Negative,"Assistance required for NovaBuds Lite: Hi NovaTech,

I recently purchased the NovaBuds Lite and I've been experiencing ...","Dear Charlotte White,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
420fc7ec-ea58-4c24-819b-c67f563b4f83,Daniel Martinez,daniel.martinez869@hotmail.com,Assistance required for USB-C Cable,"Good morning,

I recently purchased the USB-C Cable and I've been experiencing the following issue: Wrong item received.

I would appreciate your assistance in resolving this problem as soon as possible.

Kind regards.",2026-01-20 02:36:37.216693,USB-C Cable,General Inquiry,Customer Support,Low,Neutral,"Assistance required for USB-C Cable: Good morning,

I recently purchased the USB-C Cable and I've been experiencing t...","Dear Daniel Martinez,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
3e462102-52a4-4c7c-b9ed-c8d69872ef11,Daniel Martinez,daniel.martinez570@hotmail.com,NovaBuds Pro - Wrong item received,"Hi NovaTech,

I recently purchased the NovaBuds Pro and I've been experiencing the following issue: Wrong item received.

I would appreciate your assistance in resolving this problem as soon as possible.

Thank you.",2026-01-20 12:16:37.234515,NovaBuds Pro,General Inquiry,Customer Support,Low,Neutral,"NovaBuds Pro - Wrong item received: Hi NovaTech,

I recently purchased the NovaBuds Pro and I've been experiencing t...","Dear Daniel Martinez,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
ca58e045-79b8-46fb-89c0-22ddedec8561,Charlotte White,charlotte.white534@yahoo.com,Problem with Wireless Charging Pad,"Good morning,

I recently purchased the Wireless Charging Pad and I've been experiencing the following issue: Wrong item received.

I would appreciate your assistance in resolving this problem as soon as possible.

Kind regards.",2026-01-20 20:50:37.201313,Wireless Charging Pad,General Inquiry,Customer Support,Low,Neutral,"Problem with Wireless Charging Pad: Good morning,

I recently purchased the Wireless Charging Pad and I've been expe...","Dear Charlotte White,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
c4a6fda3-5d1e-4750-82f9-51b952fb2202,Daniel Martinez,daniel.martinez315@hotmail.com,Assistance required for 65W Fast Charger,"Dear Customer Service,

I recently purchased the 65W Fast Charger and I've been experiencing the following issue: Incorrect charge.

I would appreciate your assistance in resolving this problem as soon as possible.

Kind regards.",2026-01-20 23:17:37.229859,65W Fast Charger,General Inquiry,Customer Support,Low,Neutral,"Assistance required for 65W Fast Charger: Dear Customer Service,

I recently purchased the 65W Fast Charger and I've been ...","Dear Daniel Martinez,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
5acd035e-14ae-4a15-86f9-4eb87b7a7ad0,Sophia Johnson,sophia.johnson413@outlook.com,Need help with my NovaBook Pro 15,"Good morning,

I recently purchased the NovaBook Pro 15 and I've been experiencing the following issue: Duplicate payment.

I would appreciate your assistance in resolving this problem as soon as possible.

Kind regards.",2026-01-21 00:35:37.198369,NovaBook Pro 15,Billing,Finance,Low,Neutral,"Need help with my NovaBook Pro 15: Good morning,

I recently purchased the NovaBook Pro 15 and I've been experienci...","Dear Sophia Johnson,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
f57732fe-f7d1-4258-ad8c-3aad9eaf6042,Daniel Martinez,daniel.martinez779@hotmail.com,Problem with NovaPhone X,"Hello Support Team,

I recently purchased the NovaPhone X and I've been experiencing the following issue: Warranty claim.

I would appreciate your assistance in resolving this problem as soon as possible.

Please help as soon as possible.",2026-01-21 17:37:37.235308,NovaPhone X,Warranty,Warranty,Medium,Neutral,"Problem with NovaPhone X: Hello Support Team,

I recently purchased the NovaPhone X and I've been experien...","Dear Daniel Martinez,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
ed31defc-ad55-4bac-8245-4a91cfc1c499,Benjamin Jackson,benjamin.jackson294@gmail.com,Assistance required for Laptop Sleeve,"Hi NovaTech,

I recently purchased the Laptop Sleeve and I've been experiencing the following issue: Package never arrived.

I would appreciate your assistance in resolving this problem as soon as possible.

Looking forward to your response.",2026-01-21 21:40:37.204375,Laptop Sleeve,General Inquiry,Customer Support,Low,Neutral,"Assistance required for Laptop Sleeve: Hi NovaTech,

I recently purchased the Laptop Sleeve and I've been experiencing ...","Dear Benjamin Jackson,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
f6980018-311a-4067-88d8-a6bd7c3fed8d,Ava Thomas,ava.thomas435@outlook.com,Problem with NovaBuds Pro,"Good morning,

I recently purchased the NovaBuds Pro and I've been experiencing the following issue: Battery drains quickly.

I would appreciate your assistance in resolving this problem as soon as possible.

Thank you.",2026-01-22 03:25:37.212948,NovaBuds Pro,Technical Support,Technical Support,Medium,Neutral,"Problem with NovaBuds Pro: Good morning,

I recently purchased the NovaBuds Pro and I've been experiencing ...","Dear Ava Thomas,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
ed59678b-e2da-4e51-a2e6-f0651f9f884b,Ethan Anderson,ethan.anderson316@gmail.com,Assistance required for NovaWatch Active,"Dear Customer Service,

I recently purchased the NovaWatch Active and I've been experiencing the following issue: Refund request.

I would appreciate your assistance in resolving this problem as soon as possible.

Looking forward to your response.",2026-01-22 12:38:37.212597,NovaWatch Active,Billing,Finance,High,Negative,"Assistance required for NovaWatch Active: Dear Customer Service,

I recently purchased the NovaWatch Active and I've been ...","Dear Ethan Anderson,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
272df28e-ec56-4f46-9812-3ed056e2fffa,Daniel Martinez,daniel.martinez419@hotmail.com,Warranty claim on my NovaTab Mini,"Good morning,

I recently purchased the NovaTab Mini and I've been experiencing the following issue: Warranty claim.

I would appreciate your assistance in resolving this problem as soon as possible.

Thank you.",2026-01-22 15:15:37.206184,NovaTab Mini,Warranty,Warranty,Medium,Neutral,"Warranty claim on my NovaTab Mini: Good morning,

I recently purchased the NovaTab Mini and I've been experiencing ...","Dear Daniel Martinez,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
a8f502ee-ee02-4197-a839-f901e7f55ea7,Emily Davis,emily.davis283@gmail.com,NovaBook Pro 15 - Battery drains quickly,"Dear Customer Service,

I recently purchased the NovaBook Pro 15 and I've been experiencing the following issue: Battery drains quickly.

I would appreciate your assistance in resolving this problem as soon as possible.

Please help as soon as possible.",2026-01-22 20:02:37.230466,NovaBook Pro 15,Technical Support,Technical Support,Medium,Neutral,"NovaBook Pro 15 - Battery drains quickly: Dear Customer Service,

I recently purchased the NovaBook Pro 15 and I've been e...","Dear Emily Davis,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
813bfed4-0baf-4af2-b13a-cfcf4882bf8c,Emily Davis,emily.davis613@gmail.com,Need help with my Wireless Charging Pad,"Hello Support Team,

I recently purchased the Wireless Charging Pad and I've been experiencing the following issue: Requesting replacement.

I would appreciate your assistance in resolving this problem as soon as possible.

Kind regards.",2026-01-22 20:06:37.235176,Wireless Charging Pad,Returns,Returns,High,Negative,"Need help with my Wireless Charging Pad: Hello Support Team,

I recently purchased the Wireless Charging Pad and I've bee...","Dear Emily Davis,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
da5f6b78-acf5-4e0a-a6ec-5b97fa8043a7,Emily Davis,emily.davis858@gmail.com,Assistance required for USB-C Cable,"Dear Customer Service,

I recently purchased the USB-C Cable and I've been experiencing the following issue: Requesting return.

I would appreciate your assistance in resolving this problem as soon as possible.

Thank you.",2026-01-23 07:44:37.226029,USB-C Cable,Returns,Returns,Low,Neutral,"Assistance required for USB-C Cable: Dear Customer Service,

I recently purchased the USB-C Cable and I've been exper...","Dear Emily Davis,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
d45a9858-8acf-4655-9f64-ad3613628970,Michael Brown,michael.brown561@yahoo.com,Assistance required for 65W Fast Charger,"Dear Customer Service,

I recently purchased the 65W Fast Charger and I've been experiencing the following issue: Tracking not updating.

I would appreciate your assistance in resolving this problem as soon as possible.

Please help as soon as possible.",2026-01-24 15:45:37.237184,65W Fast Charger,Delivery,Logistics,Medium,Neutral,"Assistance required for 65W Fast Charger: Dear Customer Service,

I recently purchased the 65W Fast Charger and I've been ...","Dear Michael Brown,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
51257cf7-4ac5-443a-87b2-92ec0796dd1d,Daniel Martinez,daniel.martinez967@hotmail.com,Problem with NovaPhone Lite,"Hello Support Team,

I recently purchased the NovaPhone Lite and I've been experiencing the following issue: Incorrect charge.

I would appreciate your assistance in resolving this problem as soon as possible.

Please help as soon as possible.",2026-01-26 11:37:37.217362,NovaPhone Lite,General Inquiry,Customer Support,Low,Neutral,"Problem with NovaPhone Lite: Hello Support Team,

I recently purchased the NovaPhone Lite and I've been exper...","Dear Daniel Martinez,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
e8411087-edcf-48ca-b074-44d204ef38a7,James Wilson,james.wilson294@gmail.com,Requesting replacement on my NovaBook Pro 15,"Hi NovaTech,

I recently purchased the NovaBook Pro 15 and I've been experiencing the following issue: Requesting replacement.

I would appreciate your assistance in resolving this problem as soon as possible.

Please help as soon as possible.",2026-01-26 15:56:37.186720,NovaBook Pro 15,Returns,Returns,High,Negative,"Requesting replacement on my NovaBook Pro 15: Hi NovaTech,

I recently purchased the NovaBook Pro 15 and I've been experiencin...","Dear James Wilson,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
ee296e11-bc52-41af-917e-f3964c3e9407,Sophia Johnson,sophia.johnson45@outlook.com,Delayed shipment on my NovaPhone Lite,"Dear Customer Service,

I recently purchased the NovaPhone Lite and I've been experiencing the following issue: Delayed shipment.

I would appreciate your assistance in resolving this problem as soon as possible.

Thank you.",2026-01-26 23:23:37.217687,NovaPhone Lite,Delivery,Logistics,Low,Neutral,"Delayed shipment on my NovaPhone Lite: Dear Customer Service,

I recently purchased the NovaPhone Lite and I've been ex...","Dear Sophia Johnson,

Thank you for contacting NovaTech Support. Your request has been received and assigned to the appropriate team.

Kind regards,
NovaTech Support",Open
